en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
Gorham's disease,ゴーハム病,symptom,症状,syndrome that is characterized by bone loss (osteolysis) which is often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones,原因は不明で血管の異常が関与しているとされている骨が消失する疾患のこと,Q1538277
cystic fibrosis,嚢胞性線維症,symptom,症状,autosomal recessive disease characterized by the buildup of mucus,,Q178194
muscle rigidity,筋肉の硬直,symptom,症状,symptom,,Q1529977
tympanites,鼓脹症,symptom,症状,medical condition in which excess gas accumulates in the gastrointestinal tract and causes abdominal distension,,Q1413614
fatigue,疲労,symptom,症状,medical symptom usually of physical and/or mental weakness that does not resolve with rest or sleep,主観的感覚,Q9690
tricuspid atresia,三尖弁閉鎖症,symptom,症状,tricuspid valve disease characterized by a missing or abnormally developed tricuspid heart value at birth,,Q1283303
virilization,男性化,symptom,症状,biological development of male sex characteristics,成人男性の特徴が生物学的に発現する事,Q1433654
arteriovenous malformation,動静脈奇形,symptom,症状,vascular anomaly,,Q1584110
anxiety,不安,symptom,症状,"unpleasant complex combination of emotions that includes fear, apprehension and worry, and is often accompanied by physical sensations such as palpitations, nausea, chest pain and/or shortness of breath",,Q154430
greyout,グレイアウト,symptom,症状,transient loss of vision characterized by a perceived dimming of light and color,,Q1404110
Lennox-Gastaut sindrome,レノックス・ガストー症候群,symptom,症状,rare but severe childhood-onset epilepsy,小児期に発症する難治性のてんかん,Q1544884
Mobius syndrome,メビウス症候群,symptom,症状,rare disease,,Q1418152
Heinz body,ハインツ小体,symptom,症状,symptom,,Q1433921
Ebstein anomaly,エプシュタイン奇形,symptom,症状,tricuspid valve disease that is a congenital heart defect in which the septal leaflet of the tricuspid valve is displaced towards the apex of the right ventricle of the heart,,Q277452
myoclonus,ミオクローヌス,symptom,症状,"medical sign, rapid involuntary irregular muscle contractions",,Q116275
abetalipoproteinemia,無β・リポタンパク血症,symptom,症状,"rare genetic disease involving failure of synthesis or assembly of plasma lipoproteins that contain apo-protein B (chylomicrons, VLDL, and LDL); characterized by severe vitamin E deficiency, leading to serious neurological damage",,Q319812
myasthenia gravis,重症筋無力症,symptom,症状,human disease,アセチルコリンなどの抗体により神経・筋伝達が阻害されるために筋肉の易疲労性や脱力が起こる自己免疫疾患,Q8285
rapidly progressive glomerulonephritis,急速進行性糸球体腎炎,symptom,症状,human disease,,Q1509367
Addison's disease,慢性原発性副腎皮質機能低下症,symptom,症状,adrenal cortical hypofunction that is characterized by insufficient steroid hormone production by the adrenal glands,,Q8282
Leber hereditary optic neuropathy,レーベル遺伝性視神経症,symptom,症状,Human disease,,Q1262161
pemphigus,天疱瘡,symptom,症状,blistering autoimmune disease,,Q1483214
neuromyotonia,アイザックス症候群,symptom,症状,immune-mediated peripheral motor neuron disorder characterized by continuous muscle fiber activity at rest,,Q520797
erythroderma,紅皮症,symptom,症状,skin disease,,Q1363741
xanthelasma,眼瞼黄色腫,symptom,症状,medical condition,,Q1500346
fever of unknown origin,不明熱,symptom,症状,symptom,病気,Q1405631
ankylosing spondylitis,強直性脊椎炎,symptom,症状,type of arthritis in which there is long term inflammation of the joints of the spine,,Q52849
porphyria,ポルフィリン症,symptom,症状,inherited metabolic disorder involving the build-up of porphyrins,,Q271759
hemiplegia,片麻痺,symptom,症状,"paralysis of the arm, leg, and trunk on the same side of the body",,Q304497
impulsivity,衝動性,symptom,症状,"tendency to act on a whim, displaying behavior characterized by little or no forethought, reflection, or consideration of the consequences",悪い結果になってしまうかもしれない行動を深く考えずに行ってしまうという行動特性,Q1549918
multiple acyl-CoA dehydrogenase deficiency,グルタル酸血症2型,symptom,症状,medical condition,,Q1403045
multiple system atrophy,多系統萎縮症,symptom,症状,"neurodegenerative disorder characterized by autonomic failure, parkinsonism, cerebellar impairment and corticospinal signs, with a median survival of 6-9 years",,Q1541975
Trousseau sign,トルソー徴候,symptom,症状,symptom,,Q1458077
bone fracture,骨折,symptom,症状,medical condition in which there is physical damage to the continuity of the bones,直達外力や介達外力により骨が変形、破壊を起こす外傷であり、構造の連続性が絶たれた状態,Q68833
eosinophilic gastroenteritis,好酸球性消化管疾患,symptom,症状,human disease,好酸球の増加によって消化管に炎症が起こる病気,Q27555722
finger tremor,手指振戦,symptom,症状,"rapid, involuntary shaking of the fingers",,Q21109837
hemimegalencephaly,片側巨脳症,symptom,症状,a rare disorder affecting development of one side of the brain,,Q40103033
Chronic Thromboembolic Pulmonary Hypertension,慢性血栓塞栓性肺高血圧症,symptom,症状,medical condition,,Q1958249
hypoparathyroidism,副甲状腺機能低下症,symptom,症状,endocrine disease,,Q1586088
mixed connective tissue disease,混合性結合組織病,symptom,症状,"collagen disease that is considered an overlap of three diseases, systemic lupus erythematosus, scleroderma, and polymyositis with very high titers of circulating antinuclear antibody to a ribonucleoprotein antigen",,Q1622407
self-injury,自傷行為,symptom,症状,intentional injury to one's own body without the intention to kill oneself,意図的に自らの身体を傷つけたり、毒物などを摂取したりすること,Q622527
gastroesophageal reflux,呑酸,symptom,症状,symptom,,Q16595080
conjunctivitis,結膜炎,symptom,症状,inflammation of the outermost layer of the eye and the inner surface of the eyelids,結膜にできる炎症,Q167844
depigmentation,色素脱失,symptom,症状,lightening of the skin or loss of pigment,,Q3705665
parkinsonian syndrome,パーキンソン症候群,symptom,症状,symptoms that resemble Parkinson's disease,パーキンソン病以外の変性疾患や薬物投与、精神疾患等によりパーキンソン様症状が見られる疾患・状態,Q1531991
lipodystrophy,リポジストロフィー,symptom,症状,group of genetic or acquired disorders in which the body is unable to produce and maintain healthy fat tissue,,Q1538213
neurofibromatosis type II,神経線維腫症2型,symptom,症状,type of neurofibromatosis disease,,Q1935832
uterine contraction,子宮収縮,symptom,症状,contraction of the uterus,,Q1751296
sinusitis,副鼻腔炎,symptom,症状,inflammation of the mucous membrane that lines the sinuses resulting in symptoms,副鼻腔に炎症がおきる病気,Q183344
microscopic polyangiitis,顕微鏡的多発血管炎,symptom,症状,"inflammatory, necrotizing, systemic vasculitis that affects predominantly small vessels in multiple organs",,Q1934069
lysosomal storage disease,ライソゾーム病,symptom,症状,inherited metabolic disorder that involve an abnormal accumulation of substances inside the lysosome resulting from defects in lysosomal function,,Q675010
neuromyelitis optica,視神経脊髄炎,symptom,症状,inflammatory demyelinating diseases of the central nervous system characterized mainly by attacks of uni- or bilateral optic neuritis and acute myelitis,,Q611458
angina pectoris,狭心症,symptom,症状,chest discomfort due to not enough blood flow to heart muscle,,Q180762
epigastric pain,心窩部痛,symptom,症状,symptom,,Q3589142
urea cycle disorder,尿素回路異常症,symptom,症状,amino acid metabolic disorder that involves a deficiency of one of the enzymes in the urea cycle which is responsible for removing ammonia from the blood stream,,Q1585743
torticollis,斜頸,symptom,症状,"dystonic condition defined by an abnormal, asymmetrical head or neck position, which may be due to a variety of causes",,Q615363
metal poisoning,金属中毒,symptom,症状,toxic and harmful effects of certain metals and their compounds to living organisms,金属の摂取により毒性のある化合物が形成されること,Q4215775
hyperfocus,過集中,symptom,症状,"a state of extreme focus experienced by neurodivergent individuals, commonly with ADHD or autism",,Q1640924
snoring,いびき,symptom,症状,"involuntary, vibratory noises made while sleeping",睡眠時に上気道が呼吸時に擦れて出す呼吸音,Q205835
hearing disorder,聴覚障害,symptom,症状,"human disease condition that impairs the ability to detect, process, or interpret sounds",,Q1644260
Asymptomatic,症候が現れない,symptom,症状,"a condition or state of a disease, which occurs when the individual does not present symptoms of the disease, even though he or she is a carrier of the virus.",,Q1707292
ketonuria,ケトン尿症,symptom,症状,medical condition in which ketone bodies are present in the urine,尿中のケトン体が増量する症状,Q1739905
Rasmussen's encephalitis,ラスムッセン脳炎,symptom,症状,rare inflammatory neurological disease,,Q1637701
Aicardi syndrome,アイカルディ症候群,symptom,症状,"syndrome that is characterized by absence or underdeveloped tissue connecting the left and right halves of the brain, infantile spasms and chorioretinal lacunae, which are defects in the light-sensitive tissue at the back of the eye",,Q403463
impairment of continence,失禁,symptom,症状,lack of control of either bladder or bowel function,,Q3232712
dermatomyositis,皮膚筋炎,symptom,症状,myositis that results in inflammation located in muscle or located in skin where a skin rash is often seen prior to the onset of muscle weakness,,Q681160
Takayasu's arteritis,高安動脈炎,symptom,症状,"large vessel granulomatous vasculitis, massive intimal fibrosis and vascular narrowing.",大動脈に炎症が起こる自己免疫疾患,Q432462
palmar erythema,手掌紅斑,symptom,症状,reddening of the palms,,Q1755849
clinical lycanthropy,臨床人狼病,symptom,症状,psychopathological symptom,,Q41184
mood swing,気分変動,symptom,症状,extreme or rapid change in mood,,Q7933601
schizophrenic autism,自閉,symptom,症状,"autism as a symptom of schizophrenia, withdrawal to inner life",陰性症状：自己の内界に閉じ込もる,Q9162872
Braxton Hicks contraction,Braxton-Hicks収縮,symptom,症状,uterine contractions during pregnancy before labor,,Q2117286
giant cell arteritis,巨細胞性動脈炎,symptom,症状,human disease,,Q707816
dysphoria,不快,symptom,症状,"state of feeling unwell or unhappy; a feeling of emotional and mental discomfort as a symptom of discontentment, restlessness, dissatisfaction, malaise, depression, anxiety or indifference",,Q290620
autoimmune hepatitis,自己免疫性肝炎,symptom,症状,autoimmune disease of gastrointestinal tract that results in inflammation located in liver caused by the body's immune system attacking the liver cells,,Q786844
gummatous syphilis,ゴム腫,symptom,症状,"tertiary syphilis that is characterized by granulomatous lesions, called gummas, which are characterized by a center of necrotic tissue with a rubbery texture. They form in the liver, bones, and testes but may affect any organ",,Q2466723
