en_label,ja_label,category,en_description,ja_description,qid
urea cycle disorder,尿素回路異常症,症状,amino acid metabolic disorder that involves a deficiency of one of the enzymes in the urea cycle which is responsible for removing ammonia from the blood stream,,Q1585743
fibrodysplasia ossificans progressiva,進行性骨化性線維異形成症,症状,extremely rare connective tissue disease,,Q1410831
fever of unknown origin,不明熱,症状,symptom,病気,Q1405631
chronic inflammatory demyelinating polyradiculoneuropathy,慢性炎症性脱髄性多発神経炎,症状,acquired immune-mediated inflammatory disorder of the peripheral nervous system,,Q1088030
ankylosing spondylitis,強直性脊椎炎,症状,type of arthritis in which there is long term inflammation of the joints of the spine,,Q52849
rheumatoid arthritis,関節リウマチ,症状,autoimmune disease which attacks healthy cells and tissue located in joints,関節炎を主体とする炎症性疾患,Q187255
hyperfocus,過集中,症状,"a state of extreme focus experienced by neurodivergent individuals, commonly with ADHD or autism",,Q1640924
VACTERL association,VACTERL連合,症状,"syndrome that is characterized by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-esophageal fistula, renal anomalies, and limb abnormalities",,Q1755537
Landau–Kleffner syndrome,ランドウ・クレフナー症候群,症状,a rare childhood neurological syndrome characterized by seizures and progressive loss of speech typically in a child with previous age-appropriate development,,Q1636310
hearing disorder,聴覚障害,症状,"human disease condition that impairs the ability to detect, process, or interpret sounds",,Q1644260
osteopetrosis,大理石骨病,症状,"an extremely rare inherited disorder whereby the bones harden, becoming denser, sometimes causing bones to dissolve and break, caused by malfunctioning osteoclasts’ inability to resorb bone",,Q1755568
Epstein syndrome,エプスタイン症候群,症状,disease,,Q1347729
multiple acyl-CoA dehydrogenase deficiency,グルタル酸血症2型,症状,medical condition,,Q1403045
hypoplastic left heart syndrome,左心低形成症候群,症状,congenital heart disease characterized by abnormal development of the left-sided structures of the heart,,Q1641399
Rasmussen's encephalitis,ラスムッセン脳炎,症状,rare inflammatory neurological disease,,Q1637701
primary immunodeficiency disease,原発性免疫不全症候群,症状,immune system disease that results when one or more essential parts of the immune system is missing or not working properly at birth due to a genetic mutation,,Q3043160
Alagille syndrome,アラジール症候群,症状,congenital disorder of digestive system,,Q1544408
Gorham's disease,ゴーハム病,症状,syndrome that is characterized by bone loss (osteolysis) which is often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones,原因は不明で血管の異常が関与しているとされている骨が消失する疾患のこと,Q1538277
conjunctivitis,結膜炎,症状,inflammation of the outermost layer of the eye and the inner surface of the eyelids,結膜にできる炎症,Q167844
lissencephaly,滑脳症,症状,brain disorder that prevents growth of brain folds,,Q1544416
fatigue,疲労,症状,medical symptom usually of physical and/or mental weakness that does not resolve with rest or sleep,主観的感覚,Q9690
arteriovenous malformation,動静脈奇形,症状,vascular anomaly,,Q1584110
myoclonic astatic epilepsy,ドーゼ症候群,症状,generalised idiopathic epilepsy,,Q6947909
Lennox-Gastaut sindrome,レノックス・ガストー症候群,症状,rare but severe childhood-onset epilepsy,小児期に発症する難治性のてんかん,Q1544884
Rothmund-Thomson syndrome,ロスムンド・トムソン症候群,症状,human disease,,Q1583485
tyrosinemia type II,高チロシン血症2型,症状,"tyrosinemia that has material basis in deficiency of hepatic tyrosine aminotransferase located in the liver and is characterized by keratitis, painful palmoplantar hyperkeratosis, mental retardation, and elevated serum tyrosine levels",,Q7484623
finger tremor,手指振戦,症状,"rapid, involuntary shaking of the fingers",,Q21109837
Noonan syndrome,ヌーナン症候群,症状,"congenital, genetically widespread disease considered to be a type of dwarfism affecting boys and girls equally",,Q1543446
neuromyotonia,アイザックス症候群,症状,immune-mediated peripheral motor neuron disorder characterized by continuous muscle fiber activity at rest,,Q520797
angina pectoris,狭心症,症状,chest discomfort due to not enough blood flow to heart muscle,,Q180762
superficial siderosis of the central nervous system,脳表ヘモジデリン沈着症,症状,medical condition,,Q7643329
persistent truncus arteriosus,総動脈幹症,症状,congenital heart defect in humans,,Q3055156
lateral sclerosis,原発性側索硬化症,症状,motor neuron disease characterized by painless but progressive weakness and stiffness of the muscles of the legs,,Q2881413
multiple system atrophy,多系統萎縮症,症状,"neurodegenerative disorder characterized by autonomic failure, parkinsonism, cerebellar impairment and corticospinal signs, with a median survival of 6-9 years",,Q1541975
multiple carboxylase deficiency,複合カルボキシラーゼ欠損症,症状,human disease,,Q6934914
Multifocal motor neuropathy,多巣性運動ニューロパチー,症状,"Multifocal motor neuropathy (MMN) is a rare acquired immune-mediatedneuropathy characterized clinically by a purely motor deficit with conduction block and asymmetric multifocal weakness, fasciculations, and cramping",,Q6934690
Braxton Hicks contraction,Braxton-Hicks収縮,症状,uterine contractions during pregnancy before labor,,Q2117286
lymphangioleiomyomatosis,リンパ脈管筋腫症,症状,rare interstitial and degenerative lung disease,,Q1878759
sarcoidosis,サルコイドーシス,症状,disease characterized by the growth of collections of inflammatory cells (granulomas) in multiple organs,,Q193894
diogenes syndrome,ディオゲネス症候群,症状,behavioral disorder notably characterized by extreme self-neglect and compulsive hoarding,,Q1226826
Cronkhite-Canada syndrome,クロンカイト・カナダ症候群,症状,syndrome characterized by multiple polyps of the digestive tract,胃、大腸（小腸に）に100個以上のポリープ（ポリポーシス）が発生する疾患,Q1422034
gastroesophageal reflux,呑酸,症状,symptom,,Q16595080
obtundation,鈍麻,症状,state characterised by a reduced level of consciousness and slowed responses to stimulation,,Q1975146
Paris syndrome,パリ症候群,症状,tourist experience of being overwhelmed by visiting Paris,異文化における適応障害の一種,Q1462780
fragile X-associated tremor/ataxia syndrome,脆弱X随伴振戦/失調症候群,症状,Fragile X-associated tremor/ataxia syndrome (FXTAS) is a rare neurodegenerative disorder characterized by adult-onset progressive intention tremor and gait ataxia,,Q1440436
fasciation,帯化,症状,condition of abnormal growth in vascular plants,,Q2163996
Sturge–Weber syndrome,スタージー・ウェーバー症候群,症状,"neurological and skin disorder associated with port-wine stains of the face, glaucoma, seizures, intellectual disability, and cerebral malformations",,Q1886238
hypomania,軽躁病,症状,mood state characterized by persistent and pervasive elevated or irritable mood,双極性障害（躁鬱病）という精神疾患における、﻿気分高揚や活動性亢進状態の期間,Q188611
Ebstein anomaly,エプシュタイン奇形,症状,tricuspid valve disease that is a congenital heart defect in which the septal leaflet of the tricuspid valve is displaced towards the apex of the right ventricle of the heart,,Q277452
sinusitis,副鼻腔炎,症状,inflammation of the mucous membrane that lines the sinuses resulting in symptoms,副鼻腔に炎症がおきる病気,Q183344
Tangier disease,タンジール病,症状,extremely rare inherited human disorder,,Q1442621
inclusion body myositis,封入体筋炎,症状,inflammatory muscle disease in older adults,,Q1848471
toxic epidermal necrolysis,中毒性表皮壊死症,症状,Severe skin reaction,全身の皮膚表皮が真皮と分離して重篤な感染症を招く皮膚障害。スティーブンス・ジョンソン症候群(SJS)と連続した概念。,Q1878682
porphyria,ポルフィリン症,症状,inherited metabolic disorder involving the build-up of porphyrins,,Q271759
nosebleed,鼻血,症状,bleeding from the nose,鼻腔からの出血,Q202013
HAM,HTLV-I関連脊髄症,症状,human disease,,Q1476361
thrombotic thrombocytopenic purpura,血栓性血小板減少性紫斑病,症状,human disease,,Q1426491
upper respiratory irritation,上気道刺激,症状,symptom,,Q21112293
hemiplegia,片麻痺,症状,"paralysis of the arm, leg, and trunk on the same side of the body",,Q304497
respiratory irritation,呼吸器の刺激,症状,symptom,,Q21112283
spinal stenosis,腰部脊柱管狭窄症,症状,"bone deterioration disease that has material basis in bony spurs, disc degeneration, or thickened ligaments which results in narrowing located in spinal cord",,Q1478321
bone fracture,骨折,症状,medical condition in which there is physical damage to the continuity of the bones,直達外力や介達外力により骨が変形、破壊を起こす外傷であり、構造の連続性が絶たれた状態,Q68833
chemical burn,化学熱傷,症状,medical condition,,Q2141836
sadness,悲しみ,症状,"emotional pain associated with, or characterized by, feelings of disadvantage, loss, despair, grief, helplessness, disappointment and sorrow",負の感情のひとつ,Q169251
eosinophilia,好酸球増加症,症状,Human disease,血液疾患,Q505142
gummatous syphilis,ゴム腫,症状,"tertiary syphilis that is characterized by granulomatous lesions, called gummas, which are characterized by a center of necrotic tissue with a rubbery texture. They form in the liver, bones, and testes but may affect any organ",,Q2466723
muscle rigidity,筋肉の硬直,症状,symptom,,Q1529977
borborygmus,腸蠕動音,症状,"rumbling, growling or gurgling noise produced by movement of the contents of the gastro-intestinal tract",,Q1781127
Smith-Magenis syndrome,スミス・マゲニス症候群,症状,Human disease,,Q2295338
Heinz body,ハインツ小体,症状,symptom,,Q1433921
eosinophilic gastroenteritis,好酸球性消化管疾患,症状,human disease,好酸球の増加によって消化管に炎症が起こる病気,Q27555722
spasm,痙攣,症状,"involuntary contraction of a muscle, organ or orifice",不随意に筋肉が激しく収縮すること,Q574360
encephalopathy due to GLUT1 deficiency,De Vivo病,症状,disease,,Q1485893
uterine contraction,子宮収縮,症状,contraction of the uterus,,Q1751296
paroxysmal nocturnal hemoglobinuria,発作性夜間血色素尿症,症状,"disease of the blood characterized by destruction of red blood cells by the complement system, a part of the body's innate immune system",,Q1479494
tunnel vision,視野狭窄,症状,medical condition,,Q2460147
rapidly progressive glomerulonephritis,急速進行性糸球体腎炎,症状,human disease,,Q1509367
redout,レッドアウト,症状,medical symptom when experiencing negative g-force,,Q1758945
red eye,充血,症状,type of eye disease,,Q2610154
pemphigus,天疱瘡,症状,blistering autoimmune disease,,Q1483214
flashback,フラッシュバック,症状,psychological phenomenon in which a person re-experiences a memory,強烈な心的外傷が突如として再現される心理現象,Q1938569
xanthelasma,眼瞼黄色腫,症状,medical condition,,Q1500346
congenital diaphragmatic hernia,先天性横隔膜ヘルニア,症状,"diaphragm disease characterized by the lack of development of all or part of the diaphragm, which results in an abnormal opening that allows the stomach and intestines to move into the chest cavity and crowd the heart and lungs",,Q2163245
subacute sclerosing panencephalitis,亜急性硬化性全脳炎,症状,rare insidious sequela from measles infection,,Q2475919
