en_label,ja_label,category,en_description,ja_description,qid
root cap,根冠,解剖学的構造,"a group of cells at the tip of the root, rubbed off by the motion of the root tip through the soil and constantly renewed from within",,Q1392652
aerial root,気根,解剖学的構造,root which grows above the ground,,Q1065886
uterine vein,子宮静脈,解剖学的構造,vein of the uterus,,Q1165173
internal iliac vein,内腸骨静脈,解剖学的構造,large blood vessel of the pelvis,,Q1165743
growth cone,成長円錐,解剖学的構造,migrating motile tip of a growing nerve cell axon or dendrite,,Q559423
synsacrum,複合仙骨,解剖学的構造,skeletal structure in some animals,,Q621811
thoracic aorta,胸部大動脈,解剖学的構造,part of the aorta located in the thorax,,Q615993
posterior spinal artery,後脊髄動脈,解剖学的構造,artery,,Q631471
lipid droplet,脂肪滴,解剖学的構造,intracellular non-membrane-bounded organelle with a matrix of coalesced lipids surrounded by a phospholipid monolayer,,Q573950
aril,仮種皮,解剖学的構造,"a membranous or fleshy appendage formed by expansion of the funicle which partly or wholly covers a seed, e.g. the fleshy outer layer of lychee fruit, or that found in members of the Sapindaceae",,Q661390
human chromosome 20,20番染色体 (ヒト),解剖学的構造,human chromosome,,Q666752
Agaricus arvensis,シロオオハラタケ,解剖学的構造,species of fungus,,Q690801
radula,歯舌,解剖学的構造,anatomical structure of molluscs,,Q592940
external iliac artery,外腸骨動脈,解剖学的構造,arteries of the pelvis,,Q585053
Lebombo bone,レボンボの骨,解剖学的構造,Artifact,,Q581731
Rathke's pouch,ラトケ嚢,解剖学的構造,feature in embryogenesis,,Q615264
azygos vein,奇静脈,解剖学的構造,vein,,Q591137
dentate gyrus,歯状回,解剖学的構造,part of a brain region known as the hippocampus which is part of the hippocampal formation,,Q545787
human chromosome 2,2番染色体 (ヒト),解剖学的構造,human chromosome,,Q638893
bone marrow,骨髄,解剖学的構造,cells and soft materials in the hollow space of long bones,,Q546523
vestibular system,前庭系,解剖学的構造,sensory system,,Q596832
Steinheim skull,シュタインハイム頭骨,解剖学的構造,hominin fossil,,Q550393
stroma,ストロマ,解剖学的構造,"in plants, the colorless fluid surrounding the grana within the chloroplast",,Q557179
Masseteric fascia,咬筋筋膜,解剖学的構造,,,Q630581
straw mushroom,フクロタケ,解剖学的構造,species of fungus,,Q641656
human chromosome 7,7番染色体 (ヒト),解剖学的構造,human chromosome,,Q657319
testicular vein,精巣静脈,解剖学的構造,male gonadal vein,,Q585624
etioplast,エチオプラスト,解剖学的構造,part of a plant,,Q603570
proper plantar digital arteries,固有底側趾動脈,解剖学的構造,blood vessels,,Q545208
nerve to quadratus femoris,大腿方形筋神経,解剖学的構造,,,Q597400
terminal nerve,終神経,解剖学的構造,cranial nerve,,Q592726
transverse cervical artery,頸横動脈,解剖学的構造,artery of the neck,,Q591706
anterior cardiac veins,前心静脈,解剖学的構造,blood vessels,,Q590556
lateral sacral arteries,外側仙骨動脈,解剖学的構造,Artery in the pelvis,,Q610806
synaptic vesicle,シナプス小胞,解剖学的構造,secretory organelle in neurons that stores neurotransmitters that are released at the synapse,,Q671136
sex chromosome,性染色体,解剖学的構造,chromosome involved in sex determination,,Q667636
ansa cervicalis,頚神経ワナ,解剖学的構造,from cervical plexus,,Q568799
coronary sinus,冠状静脈洞,解剖学的構造,collection of veins joined together to form a large vessel that collects blood from the heart muscle,,Q629460
medial pterygoid muscle,内側翼突筋,解剖学的構造,muscle involved in chewing,,Q643928
radial artery,橈骨動脈,解剖学的構造,large forearm artery,,Q662857
sarcoplasm,筋形質,解剖学的構造,The cytoplasm of a muscle cell; includes the sarcoplasmic reticulum.,,Q597678
conidium,分生子,解剖学的構造,"asexual, non-motile spore of a fungus",,Q612960
ventral tegmental area,腹側被蓋野,解剖学的構造,group of neurons on the floor of the midbrain,,Q640562
human chromosome 8,8番染色体 (ヒト),解剖学的構造,human chromosome,,Q572848
tympanic part of the temporal bone,側頭骨鼓室部,解剖学的構造,,,Q560133
tentacle,触手,解剖学的構造,"varied organ found in many animals, especially cephalopods, and used for palpation and manipulation",,Q660059
capsomere,カプソメア,解剖学的構造,Any of the protein subunits that comprise the closed shell or coat (capsid) of certain viruses.,,Q615981
leaf scar,葉痕,解剖学的構造,mark left after a leaf falls off a twig,,Q634726
great cerebral vein,大大脳静脈,解剖学的構造,blood vessel,,Q585980
Lapsang souchong,正山小種,解剖学的構造,Chinese black tea that is smoke-dried,,Q634871
postorbital bone,後眼窩骨,解剖学的構造,skull bone,,Q671433
iliolumbar artery,腸腰動脈,解剖学的構造,blood vessel,,Q545929
anterior communicating artery,前交通動脈,解剖学的構造,blood vessel of the brain that connects the left and right anterior cerebral arteries,,Q598769
awn,芒,解剖学的構造,"in botany, either a hair- or bristle-like appendage on a larger structure, or in the case of the Asteraceae, a stiff needle-like element of the pappus; in grasses, they typically extend from the lemmas of the florets",,Q655824
sternoclavicular articulation,胸鎖関節,解剖学的構造,,,Q640022
aortic arch,大動脈弓,解剖学的構造,part of the aorta between the ascending and descending aorta,,Q616032
axillary vein,腋窩静脈,解剖学的構造,large vein between the thorax and the heart,,Q682122
Translocon [phagocytic vesicle membrane],トランスロコン,解剖学的構造,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-1236927),,Q610647
archenteron,原腸,解剖学的構造,anatomical structure in a developing embryo,,Q632640
nuclear lamina,核ラミナ,解剖学的構造,"The fibrous, electron-dense layer lying on the nucleoplasmic side of the inner membrane of a cell nucleus, composed of lamin filaments. The polypeptides of the lamina are thought to be concerned in the dissolution of the nuclear envelope and its re-f",,Q687194
acromion,肩峰,解剖学的構造,bony process on the scapula (shoulder blade),,Q615414
putamen,被殻,解剖学的構造,round structure located at the base of the forebrain,,Q550934
human chromosome 3,3番染色体 (ヒト),解剖学的構造,human chromosome,,Q668633
anterior longitudinal ligament,前縦靭帯,解剖学的構造,ligament running down the front of the vertebral column,,Q669260
cervix,子宮頸部,解剖学的構造,lower part of the uterus in the human female reproductive system,,Q666412
pyrenoid,ピレノイド,解剖学的構造,non-membrane-bounded organelle found within the chloroplasts of algae and hornworts,,Q574470
anterior caecal artery,前盲腸動脈,解剖学的構造,blood vessel,,Q707052
jejunal arteries,空腸動脈,解剖学的構造,blood vessels,,Q368208
stipule,托葉,解剖学的構造,"botanical term. Paired, modified leaves at the base of the petiole, may be membranous or leaf-like",,Q304216
elaioplast,エライオプラスト,解剖学的構造,part of a plant,,Q297095
anaphase-promoting complex,後期促進複合体,解剖学的構造,"ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis. Substrate recognition by APC occurs through degradation signals, the most common of which",,Q418432
pyruvate dehydrogenase complex,ピルビン酸デヒドロゲナーゼ複合体,解剖学的構造,"Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA; comprises subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenas",,Q412856
nerve to the piriformis,梨状筋神経,解剖学的構造,,,Q286437
hypoglossal nerve,舌下神経,解剖学的構造,12th cranial nerve,,Q319577
Meckel's cartilage,メッケル軟骨,解剖学的構造,cartilaginous precursor of the jaw,,Q376390
inferior epigastric artery,下腹壁動脈,解剖学的構造,artery of abdomen,,Q305187
phytotelma,ファイトテルマータ,解剖学的構造,part of a plant,,Q339979
Coprinus comatus,ササクレヒトヨタケ,解剖学的構造,species of fungus,,Q275125
sciatic nerve,坐骨神経,解剖学的構造,large nerve in humans and other animals,,Q307869
S-layer,S層,解剖学的構造,part of the cell envelope found in almost all archaea and in many types of bacteria,,Q418821
superior rectal artery,上直腸動脈,解剖学的構造,artery,,Q384950
primitive streak,原始線条,解剖学的構造,structure around day 15 of amniote embryogenesis,,Q247512
microfibril,ミクロフィブリル,解剖学的構造,extracellular matrix components occurring independently or along with elastin,,Q417913
hemosiderin,ヘモジデリン,解剖学的構造,metalloprotein,,Q422203
dorsal nerve of the penis,陰茎背神経,解剖学的構造,deepest division of the pudendal nerve,,Q376687
connexin complex,コネクソン,解剖学的構造,"an assembly of six molecules of connexin, made in the Golgi apparatus and subsequently transported to the plasma membrane, where docking of two connexons on apposed plasma membranes across the extracellular space forms a gap junction",,Q420047
light-harvesting complex,光収穫複合体,解剖学的構造,protein-pigment complex that may be closely or peripherally associated to photosynthetic reaction centers that participate in harvesting and transferring radiant energy to the reaction center,,Q355270
superior mesenteric artery,上腸間膜動脈,解剖学的構造,artery of abdomen,,Q367570
facial nerve,顔面神経,解剖学的構造,seventh cranial nerve,,Q242160
chylomicron,キロミクロン,解剖学的構造,large lipoprotein particle (diameter 75-1200 nm),,Q423126
lambdoid suture,ラムダ縫合,解剖学的構造,"dense, fibrous connective tissue joint on the posterior aspect of the skull",,Q259368
actin filament,マイクロフィラメント,解剖学的構造,filament in the cytoplasm of eukaryotic cells,,Q329638
intermediate filament,中間径フィラメント,解剖学的構造,cytoskeletal structure,,Q421987
hepatopancreas,中腸腺,解剖学的構造,"digestive gland of molluscs, arthropods and fishes",,Q384912
signal recognition particle,シグナル認識粒子,解剖学的構造,protein-RNA complex facilitating translocation of proteins across membranes,,Q424665
acrosomal vesicle,先体,解剖学的構造,an organelle that develops over the anterior half of the head in the spermatozoa,,Q421111
exosome (RNase complex),エキソソーム複合体,解剖学的構造,multi-protein intracellular complex capable of degrading various types of RNA molecules,,Q418869
vertical muscle of tongue,垂直舌筋,解剖学的構造,intrinsic muscle of the tongue,,Q266980
methemoglobin,メトヘモグロビン,解剖学的構造,hemoglobin with ferric iron unable to carry oxygen,,Q416833
trochlear nerve,滑車神経,解剖学的構造,4th cranial nerve,,Q319584
myofibril,筋原線維,解剖学的構造,"The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism.",,Q318623
mustamakkara,ムスタマッカラ,解剖学的構造,Finnish blood sausage variant,,Q262280
Lady of Cao,カオの女性,解剖学的構造,mummy,,Q428969
fibrinogen complex,フィブリノゲン,解剖学的構造,protein complex found in blood plasma and involved in clot formation,,Q381899
